"Year","Commodity","Supply and disposition","VALUE"
"1987","Strawberries frozen","Total supply","18.17"
"1987","Strawberries frozen","Beginning stocks","4.28"
"1987","Strawberries frozen","Production","5.57"
"1987","Strawberries frozen","Imports","8.32"
"1987","Strawberries frozen","Total disposition","15.52"
"1987","Strawberries frozen","Domestic disappearance","15.52"
"1987","Strawberries frozen","Ending stocks","2.65"
"1987","Fruits not specified fresh","Total supply","29.42"
"1987","Fruits not specified fresh","Imports","29.42"
"1987","Fruits not specified fresh","Total disposition","29.42"
"1987","Fruits not specified fresh","Domestic disappearance","26.03"
"1987","Fruits not specified fresh","Exports","1.67"
"1987","Fruits not specified fresh","Waste","1.72"
"1987","Fruits not specified canned","Total supply","0.50"
"1987","Fruits not specified canned","Beginning stocks","0.50"
"1987","Fruits not specified canned","Total disposition","1.75"
"1987","Fruits not specified canned","Exports","1.75"
"1987","Fruits not specified canned","Ending stocks","0.56"
"1987","Fruits not specified dried","Total supply","46.58"
"1987","Fruits not specified dried","Imports","46.58"
"1987","Fruits not specified dried","Total disposition","46.58"
"1987","Fruits not specified dried","Domestic disappearance","44.97"
"1987","Fruits not specified dried","Exports","1.61"
"1987","Fruits not specified frozen","Total supply","6.96"
"1987","Fruits not specified frozen","Beginning stocks","1.91"
"1987","Fruits not specified frozen","Imports","5.05"
"1987","Fruits not specified frozen","Total disposition","6.96"
"1987","Fruits not specified frozen","Domestic disappearance","4.71"
"1987","Fruits not specified frozen","Exports","2.25"
"1987","Oranges fresh","Total supply","284.64"
"1987","Oranges fresh","Imports","284.64"
"1987","Oranges fresh","Total disposition","284.64"
"1987","Oranges fresh","Domestic disappearance","276.10"
"1987","Oranges fresh","Waste","8.54"
"1987","Orange juice","Total supply","323.28"
"1987","Orange juice","Imports","323.28"
"1987","Orange juice","Total disposition","323.28"
"1987","Orange juice","Domestic disappearance","323.28"
"1987","Lemons fresh","Total supply","26.43"
"1987","Lemons fresh","Imports","26.43"
"1987","Lemons fresh","Total disposition","26.43"
"1987","Lemons fresh","Domestic disappearance","25.37"
"1987","Lemons fresh","Waste","1.06"
"1987","Lemon juice","Total supply","8.05"
"1987","Lemon juice","Imports","8.05"
"1987","Lemon juice","Total disposition","8.05"
"1987","Lemon juice","Domestic disappearance","8.05"
"1987","Grapefruits fresh","Total supply","78.75"
"1987","Grapefruits fresh","Imports","78.75"
"1987","Grapefruits fresh","Total disposition","78.75"
"1987","Grapefruits fresh","Domestic disappearance","76.39"
"1987","Grapefruits fresh","Waste","2.36"
"1987","Grapefruit juice","Total supply","25.31"
"1987","Grapefruit juice","Imports","25.31"
"1987","Grapefruit juice","Total disposition","25.31"
"1987","Grapefruit juice","Domestic disappearance","25.31"
"1987","Limes fresh","Total supply","4.23"
"1987","Limes fresh","Imports","4.23"
"1987","Limes fresh","Total disposition","4.23"
"1987","Limes fresh","Domestic disappearance","4.02"
"1987","Limes fresh","Waste","0.21"
"1987","Mandarins fresh","Total disposition",
"1987","Other citrus fresh","Total disposition",
"1987","Artichokes fresh","Total supply","2.56"
"1987","Artichokes fresh","Imports","2.56"
"1987","Artichokes fresh","Total disposition","2.56"
"1987","Artichokes fresh","Domestic disappearance","2.33"
"1987","Artichokes fresh","Waste","0.23"
"1987","Asparagus fresh","Total supply","11.26"
"1987","Asparagus fresh","Production","2.95"
"1987","Asparagus fresh","Imports","8.31"
"1987","Asparagus fresh","Total disposition","11.26"
"1987","Asparagus fresh","Domestic disappearance","10.25"
"1987","Asparagus fresh","Manufacturing",
"1987","Asparagus fresh","Waste","1.01"
"1987","Asparagus canned","Total supply","7.63"
"1987","Asparagus canned","Beginning stocks","1.83"
"1987","Asparagus canned","Production","5.65"
"1987","Asparagus canned","Imports","0.15"
"1987","Asparagus canned","Total disposition","5.03"
"1987","Asparagus canned","Domestic disappearance","3.44"
"1987","Asparagus canned","Exports","1.59"
"1987","Asparagus canned","Ending stocks","2.60"
"1987","Beans green and wax fresh","Total supply","56.68"
"1987","Beans green and wax fresh","Production","46.43"
"1987","Beans green and wax fresh","Imports","10.25"
"1987","Beans green and wax fresh","Total disposition","56.68"
"1987","Beans green and wax fresh","Domestic disappearance","18.18"
"1987","Beans green and wax fresh","Manufacturing","37.34"
"1987","Beans green and wax fresh","Waste","1.16"
"1987","Beans green and wax canned","Total supply","47.16"
"1987","Beans green and wax canned","Beginning stocks","17.79"
"1987","Beans green and wax canned","Production","27.62"
"1987","Beans green and wax canned","Imports","1.75"
"1987","Beans green and wax canned","Total disposition","31.66"
"1987","Beans green and wax canned","Domestic disappearance","31.03"
"1987","Beans green and wax canned","Exports","0.63"
"1987","Beans green and wax canned","Ending stocks","15.50"
"1987","Beans green and wax frozen","Total supply","27.78"
"1987","Beans green and wax frozen","Beginning stocks","10.71"
"1987","Beans green and wax frozen","Production","16.27"
"1987","Beans green and wax frozen","Imports","0.80"
"1987","Beans green and wax frozen","Total disposition","18.98"
"1987","Beans green and wax frozen","Domestic disappearance","16.94"
"1987","Beans green and wax frozen","Exports","2.04"
"1987","Beans green and wax frozen","Ending stocks","8.80"
"1987","Beets fresh","Total supply","16.99"
"1987","Beets fresh","Production","15.36"
"1987","Beets fresh","Imports","1.63"
"1987","Beets fresh","Total disposition","16.99"
"1987","Beets fresh","Domestic disappearance","9.48"
"1987","Beets fresh","Manufacturing","6.80"
"1987","Beets fresh","Waste","0.71"
"1987","Beets canned","Total supply","13.24"
"1987","Beets canned","Beginning stocks","4.17"
"1987","Beets canned","Production","8.59"
"1987","Beets canned","Imports","0.48"
"1987","Beets canned","Total disposition","9.41"
"1987","Beets canned","Domestic disappearance","9.41"
"1987","Beets canned","Ending stocks","3.83"
"1987","Broccoli fresh","Total supply","73.24"
"1987","Broccoli fresh","Production","14.72"
"1987","Broccoli fresh","Imports","58.52"
"1987","Broccoli fresh","Total disposition","73.24"
"1987","Broccoli fresh","Domestic disappearance","63.88"
"1987","Broccoli fresh","Manufacturing","3.80"
"1987","Broccoli fresh","Waste","5.55"
"1987","Broccoli frozen","Total supply","9.79"
"1987","Broccoli frozen","Beginning stocks","3.72"
"1987","Broccoli frozen","Production","2.86"
"1987","Broccoli frozen","Imports","3.21"
"1987","Broccoli frozen","Total disposition","6.77"
"1987","Broccoli frozen","Domestic disappearance","6.77"
"1987","Broccoli frozen","Ending stocks","3.02"
"1987","Brussels sprouts fresh","Total supply","8.91"
"1987","Brussels sprouts fresh","Production","4.40"
"1987","Brussels sprouts fresh","Imports","4.51"
"1987","Brussels sprouts fresh","Total disposition","8.91"
"1987","Brussels sprouts fresh","Domestic disappearance","4.60"
"1987","Brussels sprouts fresh","Manufacturing","3.91"
"1987","Brussels sprouts fresh","Waste","0.40"
"1987","Brussels sprouts frozen","Total supply","6.54"
"1987","Brussels sprouts frozen","Beginning stocks","1.96"
"1987","Brussels sprouts frozen","Production","4.51"
"1987","Brussels sprouts frozen","Imports","0.07"
"1987","Brussels sprouts frozen","Total disposition","3.35"
"1987","Brussels sprouts frozen","Domestic disappearance","3.35"
"1987","Brussels sprouts frozen","Ending stocks","3.19"
"1987","Cabbage fresh","Total supply","197.10"
"1987","Cabbage fresh","Beginning stocks","31.01"
"1987","Cabbage fresh","Production","133.57"
"1987","Cabbage fresh","Imports","32.52"
"1987","Cabbage fresh","Total disposition","165.20"
"1987","Cabbage fresh","Domestic disappearance","145.65"
"1987","Cabbage fresh","Manufacturing","8.59"
"1987","Cabbage fresh","Waste","10.96"
"1987","Cabbage fresh","Ending stocks","31.90"
"1987","Chinese cabbage fresh","Total disposition",
"1987","Carrots fresh","Total supply","378.95"
"1987","Carrots fresh","Beginning stocks","34.61"
"1987","Carrots fresh","Production","272.87"
"1987","Carrots fresh","Imports","71.47"
"1987","Carrots fresh","Total disposition","312.29"
"1987","Carrots fresh","Domestic disappearance","232.42"
"1987","Carrots fresh","Exports","43.41"
"1987","Carrots fresh","Manufacturing","29.27"
"1987","Carrots fresh","Waste","7.19"
"1987","Carrots fresh","Ending stocks","66.66"
"1987","Carrots canned","Total supply","9.51"
"1987","Carrots canned","Beginning stocks","2.61"
"1987","Carrots canned","Production","4.92"
"1987","Carrots canned","Imports","1.98"
"1987","Carrots canned","Total disposition","6.91"
"1987","Carrots canned","Domestic disappearance","6.91"
"1987","Carrots canned","Ending stocks","2.60"
"1987","Carrots frozen","Total supply","31.89"
"1987","Carrots frozen","Beginning stocks","6.55"
"1987","Carrots frozen","Production","21.34"
"1987","Carrots frozen","Imports","4.00"
"1987","Carrots frozen","Total disposition","18.61"
"1987","Carrots frozen","Domestic disappearance","18.61"
"1987","Carrots frozen","Ending stocks","13.28"
"1987","Cauliflower fresh","Total supply","90.43"
"1987","Cauliflower fresh","Production","50.02"
"1987","Cauliflower fresh","Imports","40.41"
"1987","Cauliflower fresh","Total disposition","90.43"
"1987","Cauliflower fresh","Domestic disappearance","78.00"
"1987","Cauliflower fresh","Manufacturing","5.65"
"1987","Cauliflower fresh","Waste","6.78"
"1987","Cauliflower frozen","Total supply","6.95"
"1987","Cauliflower frozen","Beginning stocks","3.00"
"1987","Cauliflower frozen","Production","3.95"
"1987","Cauliflower frozen","Total disposition","3.55"
"1987","Cauliflower frozen","Domestic disappearance","3.55"
"1987","Cauliflower frozen","Ending stocks","3.40"
"1987","Celery fresh","Total supply","121.85"
"1987","Celery fresh","Production","35.02"
"1987","Celery fresh","Imports","86.83"
"1987","Celery fresh","Total disposition","121.85"
"1987","Celery fresh","Domestic disappearance","113.32"
"1987","Celery fresh","Manufacturing",
"1987","Celery fresh","Waste","8.53"
"1987","Corn fresh","Total supply","363.59"
"1987","Corn fresh","Production","340.72"
"1987","Corn fresh","Imports","22.87"
"1987","Corn fresh","Total disposition","363.59"
"1987","Corn fresh","Domestic disappearance","91.82"
"1987","Corn fresh","Manufacturing","263.78"
"1987","Corn fresh","Waste","7.98"
"1987","Corn canned","Total supply","95.37"
"1987","Corn canned","Beginning stocks","29.87"
"1987","Corn canned","Production","62.79"
"1987","Corn canned","Imports","2.71"
"1987","Corn canned","Total disposition","60.85"
"1987","Corn canned","Domestic disappearance","48.24"
"1987","Corn canned","Exports","12.61"
"1987","Corn canned","Ending stocks","34.52"
"1987","Corn frozen","Total supply","46.03"
"1987","Corn frozen","Beginning stocks","14.94"
"1987","Corn frozen","Production","30.40"
"1987","Corn frozen","Imports","0.69"
"1987","Corn frozen","Total disposition","29.88"
"1987","Corn frozen","Domestic disappearance","20.59"
"1987","Corn frozen","Exports","9.29"
"1987","Corn frozen","Ending stocks","16.15"
"1987","Cucumbers fresh","Total supply","118.04"
"1987","Cucumbers fresh","Production","82.13"
"1987","Cucumbers fresh","Imports","35.91"
"1987","Cucumbers fresh","Total disposition","118.04"
"1987","Cucumbers fresh","Domestic disappearance","72.26"
"1987","Cucumbers fresh","Manufacturing","39.50"
"1987","Cucumbers fresh","Waste","6.28"
"1987","Other edible roots fresh","Total supply","0.19"
"1987","Other edible roots fresh","Imports","0.19"
"1987","Other edible roots fresh","Total disposition","0.19"
"1987","Other edible roots fresh","Domestic disappearance","0.17"
"1987","Other edible roots fresh","Waste","0.01"
"1987","Eggplants fresh","Total supply","6.26"
"1987","Eggplants fresh","Imports","6.26"
"1987","Eggplants fresh","Total disposition","6.26"
"1987","Eggplants fresh","Domestic disappearance","5.82"
"1987","Eggplants fresh","Waste","0.44"
"1987","Garlic fresh","Total supply","3.06"
"1987","Garlic fresh","Imports","3.06"
"1987","Garlic fresh","Total disposition","3.06"
"1987","Garlic fresh","Domestic disappearance","2.88"
"1987","Garlic fresh","Waste","0.18"
"1987","Kohlrabi fresh","Total supply","0.45"
"1987","Kohlrabi fresh","Imports","0.45"
"1987","Kohlrabi fresh","Total disposition","0.45"
"1987","Kohlrabi fresh","Domestic disappearance","0.42"
"1987","Kohlrabi fresh","Waste","0.03"
"1987","Leeks fresh","Total supply","1.75"
"1987","Leeks fresh","Imports","1.75"
"1987","Leeks fresh","Total disposition","1.75"
"1987","Leeks fresh","Domestic disappearance","1.65"
"1987","Leeks fresh","Waste","0.11"
"1987","Other leguminous vegetables fresh","Total disposition",
"1987","Lettuce fresh","Total supply","278.92"
"1987","Lettuce fresh","Production","48.84"
"1987","Lettuce fresh","Imports","230.08"
"1987","Lettuce fresh","Total disposition","278.92"
"1987","Lettuce fresh","Domestic disappearance","259.40"
"1987","Lettuce fresh","Waste","19.52"
"1987","Lima beans frozen","Total supply","1.75"
"1987","Lima beans frozen","Beginning stocks","0.54"
"1987","Lima beans frozen","Production","0.79"
"1987","Lima beans frozen","Imports","0.42"
"1987","Lima beans frozen","Total disposition","1.28"
"1987","Lima beans frozen","Domestic disappearance","1.28"
"1987","Lima beans frozen","Ending stocks","0.47"
"1987","Manioc fresh","Total supply","0.19"
"1987","Manioc fresh","Imports","0.19"
"1987","Manioc fresh","Total disposition","0.19"
"1987","Manioc fresh","Domestic disappearance","0.18"
"1987","Manioc fresh","Waste","0.01"
"1987","Mushrooms fresh","Total supply","49.08"
"1987","Mushrooms fresh","Production","45.72"
"1987","Mushrooms fresh","Imports","3.36"
"1987","Mushrooms fresh","Domestic disappearance","34.64"
"1987","Mushrooms fresh","Manufacturing","12.23"
"1987","Mushrooms fresh","Waste","2.21"
"1987","Mushrooms canned","Total supply","27.89"
"1987","Mushrooms canned","Beginning stocks","0.95"
"1987","Mushrooms canned","Production","10.15"
"1987","Mushrooms canned","Imports","16.79"
"1987","Mushrooms canned","Total disposition","27.52"
"1987","Mushrooms canned","Domestic disappearance","27.52"
"1987","Mushrooms canned","Ending stocks","0.37"
"1987","Okra fresh","Total supply","1.05"
"1987","Okra fresh","Imports","1.05"
"1987","Okra fresh","Total disposition","1.05"
"1987","Okra fresh","Domestic disappearance","0.93"
"1987","Okra fresh","Waste","0.13"
"1987","Olives fresh","Total supply","0.49"
"1987","Olives fresh","Imports","0.49"
"1987","Olives fresh","Total disposition","0.49"
"1987","Olives fresh","Domestic disappearance","0.45"
"1987","Olives fresh","Waste","0.03"
"1987","Onions and shallots fresh","Total supply","266.27"
